nnm_id,month_end,nnm_amount
NNM_A034_PER202505,2025-05-31,48960.0
NNM_A035_PER202505,2025-05-31,-23040.0
NNM_A036_PER202505,2025-05-31,-11040.0
NNM_A037_PER202505,2025-05-31,960.0
NNM_A038_PER202505,2025-05-31,12960.0
NNM_A039_PER202505,2025-05-31,24960.0
NNM_A040_PER202505,2025-05-31,36960.0
NNM_A041_PER202505,2025-05-31,48960.0
NNM_A042_PER202505,2025-05-31,-23040.0
NNM_A043_PER202505,2025-05-31,-11040.0
NNM_A044_PER202505,2025-05-31,960.0
NNM_A045_PER202505,2025-05-31,12960.0
NNM_A046_PER202505,2025-05-31,24960.0
NNM_A047_PER202505,2025-05-31,36960.0
NNM_A048_PER202505,2025-05-31,48960.0
NNM_A049_PER202505,2025-05-31,-23040.0
NNM_A050_PER202505,2025-05-31,-11040.0
NNM_A051_PER202505,2025-05-31,-8640.0
NNM_A052_PER202505,2025-05-31,3360.0
NNM_A053_PER202505,2025-05-31,15360.0
NNM_A054_PER202505,2025-05-31,27360.0
NNM_A055_PER202505,2025-05-31,39360.0
NNM_A056_PER202505,2025-05-31,-32640.0
NNM_A057_PER202505,2025-05-31,-20640.0
NNM_A058_PER202505,2025-05-31,-8640.0
NNM_A059_PER202505,2025-05-31,3360.0
NNM_A060_PER202505,2025-05-31,15360.0
NNM_A001_PER202506,2025-06-30,10400.0
NNM_A002_PER202506,2025-06-30,22400.0
NNM_A003_PER202506,2025-06-30,34400.0
NNM_A004_PER202506,2025-06-30,46400.0
NNM_A005_PER202506,2025-06-30,58400.0
NNM_A006_PER202506,2025-06-30,70400.0
NNM_A007_PER202506,2025-06-30,-1600.0
NNM_A008_PER202506,2025-06-30,10400.0
NNM_A009_PER202506,2025-06-30,22400.0
NNM_A010_PER202506,2025-06-30,34400.0
NNM_A011_PER202506,2025-06-30,26400.0
NNM_A012_PER202506,2025-06-30,38400.0
NNM_A013_PER202506,2025-06-30,50400.0
NNM_A014_PER202506,2025-06-30,-21600.0
NNM_A015_PER202506,2025-06-30,-9600.0
NNM_A016_PER202506,2025-06-30,2400.0
NNM_A017_PER202506,2025-06-30,14400.0
NNM_A018_PER202506,2025-06-30,26400.0
NNM_A019_PER202506,2025-06-30,38400.0
NNM_A020_PER202506,2025-06-30,50400.0
NNM_A021_PER202506,2025-06-30,-21600.0
NNM_A022_PER202506,2025-06-30,-9600.0
NNM_A023_PER202506,2025-06-30,2400.0
NNM_A024_PER202506,2025-06-30,14400.0
NNM_A025_PER202506,2025-06-30,26400.0
NNM_A026_PER202506,2025-06-30,38400.0
NNM_A027_PER202506,2025-06-30,50400.0
NNM_A028_PER202506,2025-06-30,-21600.0
NNM_A029_PER202506,2025-06-30,-9600.0
NNM_A030_PER202506,2025-06-30,2400.0
NNM_A031_PER202506,2025-06-30,14400.0
NNM_A032_PER202506,2025-06-30,26400.0
NNM_A033_PER202506,2025-06-30,38400.0
NNM_A034_PER202506,2025-06-30,50400.0
NNM_A035_PER202506,2025-06-30,-21600.0
NNM_A036_PER202506,2025-06-30,-9600.0
NNM_A037_PER202506,2025-06-30,2400.0
NNM_A038_PER202506,2025-06-30,14400.0
NNM_A039_PER202506,2025-06-30,26400.0
NNM_A040_PER202506,2025-06-30,38400.0
NNM_A041_PER202506,2025-06-30,50400.0
NNM_A042_PER202506,2025-06-30,-21600.0
NNM_A043_PER202506,2025-06-30,-9600.0
NNM_A044_PER202506,2025-06-30,2400.0
NNM_A045_PER202506,2025-06-30,14400.0
NNM_A046_PER202506,2025-06-30,26400.0
NNM_A047_PER202506,2025-06-30,38400.0
NNM_A048_PER202506,2025-06-30,50400.0
NNM_A049_PER202506,2025-06-30,-21600.0
NNM_A050_PER202506,2025-06-30,-9600.0
NNM_A051_PER202506,2025-06-30,-7200.0
NNM_A052_PER202506,2025-06-30,4800.0
NNM_A053_PER202506,2025-06-30,16800.0
NNM_A054_PER202506,2025-06-30,28800.0
NNM_A055_PER202506,2025-06-30,40800.0
NNM_A056_PER202506,2025-06-30,-31200.0
NNM_A057_PER202506,2025-06-30,-19200.0
NNM_A058_PER202506,2025-06-30,-7200.0
NNM_A059_PER202506,2025-06-30,4800.0
NNM_A060_PER202506,2025-06-30,16800.0
NNM_A001_PER202507,2025-07-31,11840.0
NNM_A002_PER202507,2025-07-31,23840.0
NNM_A003_PER202507,2025-07-31,35840.0
NNM_A004_PER202507,2025-07-31,47840.0
NNM_A005_PER202507,2025-07-31,59840.0
NNM_A006_PER202507,2025-07-31,71840.0
NNM_A007_PER202507,2025-07-31,-160.0
NNM_A008_PER202507,2025-07-31,11840.0
NNM_A009_PER202507,2025-07-31,23840.0
NNM_A010_PER202507,2025-07-31,35840.0
NNM_A011_PER202507,2025-07-31,27840.0
NNM_A012_PER202507,2025-07-31,39840.0
NNM_A013_PER202507,2025-07-31,51840.0
NNM_A014_PER202507,2025-07-31,-20160.0
NNM_A015_PER202507,2025-07-31,-8160.0
NNM_A016_PER202507,2025-07-31,3840.0
NNM_A017_PER202507,2025-07-31,15840.0
NNM_A018_PER202507,2025-07-31,27840.0
NNM_A019_PER202507,2025-07-31,39840.0
NNM_A020_PER202507,2025-07-31,51840.0
NNM_A021_PER202507,2025-07-31,-20160.0
NNM_A022_PER202507,2025-07-31,-8160.0
NNM_A023_PER202507,2025-07-31,3840.0
NNM_A024_PER202507,2025-07-31,15840.0
NNM_A025_PER202507,2025-07-31,27840.0
NNM_A026_PER202507,2025-07-31,39840.0
NNM_A027_PER202507,2025-07-31,51840.0
NNM_A028_PER202507,2025-07-31,-20160.0
NNM_A029_PER202507,2025-07-31,-8160.0
NNM_A030_PER202507,2025-07-31,3840.0
NNM_A031_PER202507,2025-07-31,15840.0
NNM_A032_PER202507,2025-07-31,27840.0
NNM_A033_PER202507,2025-07-31,39840.0
NNM_A034_PER202507,2025-07-31,51840.0
NNM_A035_PER202507,2025-07-31,-20160.0
NNM_A036_PER202507,2025-07-31,-8160.0
NNM_A037_PER202507,2025-07-31,3840.0
NNM_A038_PER202507,2025-07-31,15840.0
NNM_A039_PER202507,2025-07-31,27840.0
NNM_A040_PER202507,2025-07-31,39840.0
NNM_A041_PER202507,2025-07-31,51840.0
NNM_A042_PER202507,2025-07-31,-20160.0
NNM_A043_PER202507,2025-07-31,-8160.0
NNM_A044_PER202507,2025-07-31,3840.0
NNM_A045_PER202507,2025-07-31,15840.0
NNM_A046_PER202507,2025-07-31,27840.0
NNM_A047_PER202507,2025-07-31,39840.0
NNM_A048_PER202507,2025-07-31,51840.0
NNM_A049_PER202507,2025-07-31,-20160.0
NNM_A050_PER202507,2025-07-31,-8160.0
NNM_A051_PER202507,2025-07-31,-5760.0
NNM_A052_PER202507,2025-07-31,6240.0
NNM_A053_PER202507,2025-07-31,18240.0
NNM_A054_PER202507,2025-07-31,30240.0
NNM_A055_PER202507,2025-07-31,42240.0
NNM_A056_PER202507,2025-07-31,-29760.0
NNM_A057_PER202507,2025-07-31,-17760.0
NNM_A058_PER202507,2025-07-31,-5760.0
NNM_A059_PER202507,2025-07-31,6240.0
NNM_A060_PER202507,2025-07-31,18240.0
NNM_A001_PER202508,2025-08-31,13280.0
NNM_A002_PER202508,2025-08-31,25280.0
NNM_A003_PER202508,2025-08-31,37280.0
NNM_A004_PER202508,2025-08-31,49280.0
NNM_A005_PER202508,2025-08-31,61280.0
NNM_A006_PER202508,2025-08-31,73280.0
NNM_A007_PER202508,2025-08-31,1280.0
NNM_A008_PER202508,2025-08-31,13280.0
NNM_A009_PER202508,2025-08-31,25280.0
NNM_A010_PER202508,2025-08-31,37280.0
NNM_A011_PER202508,2025-08-31,29280.0
NNM_A012_PER202508,2025-08-31,41280.0
NNM_A013_PER202508,2025-08-31,53280.0
NNM_A014_PER202508,2025-08-31,-18720.0
NNM_A015_PER202508,2025-08-31,-6720.0
NNM_A016_PER202508,2025-08-31,5280.0
NNM_A017_PER202508,2025-08-31,17280.0
NNM_A018_PER202508,2025-08-31,29280.0
NNM_A019_PER202508,2025-08-31,41280.0
NNM_A020_PER202508,2025-08-31,53280.0
NNM_A021_PER202508,2025-08-31,-18720.0
NNM_A022_PER202508,2025-08-31,-6720.0
NNM_A023_PER202508,2025-08-31,5280.0
NNM_A024_PER202508,2025-08-31,17280.0
NNM_A025_PER202508,2025-08-31,29280.0
NNM_A026_PER202508,2025-08-31,41280.0
NNM_A027_PER202508,2025-08-31,53280.0
NNM_A028_PER202508,2025-08-31,-18720.0
NNM_A029_PER202508,2025-08-31,-6720.0
NNM_A030_PER202508,2025-08-31,5280.0
NNM_A031_PER202508,2025-08-31,17280.0
NNM_A032_PER202508,2025-08-31,29280.0
NNM_A033_PER202508,2025-08-31,41280.0
NNM_A034_PER202508,2025-08-31,53280.0
NNM_A035_PER202508,2025-08-31,-18720.0
NNM_A036_PER202508,2025-08-31,-6720.0
NNM_A037_PER202508,2025-08-31,5280.0
NNM_A038_PER202508,2025-08-31,17280.0
NNM_A039_PER202508,2025-08-31,29280.0
NNM_A040_PER202508,2025-08-31,41280.0
NNM_A041_PER202508,2025-08-31,53280.0
NNM_A042_PER202508,2025-08-31,-18720.0
NNM_A043_PER202508,2025-08-31,-6720.0
NNM_A044_PER202508,2025-08-31,5280.0
NNM_A045_PER202508,2025-08-31,17280.0
NNM_A046_PER202508,2025-08-31,29280.0
NNM_A047_PER202508,2025-08-31,41280.0
NNM_A048_PER202508,2025-08-31,53280.0
NNM_A049_PER202508,2025-08-31,-18720.0
NNM_A050_PER202508,2025-08-31,-6720.0
NNM_A051_PER202508,2025-08-31,-4320.0
NNM_A052_PER202508,2025-08-31,7680.0
NNM_A053_PER202508,2025-08-31,19680.0
NNM_A054_PER202508,2025-08-31,31680.0
NNM_A055_PER202508,2025-08-31,43680.0
NNM_A056_PER202508,2025-08-31,-28320.0
NNM_A057_PER202508,2025-08-31,-16320.0
NNM_A058_PER202508,2025-08-31,-4320.0
NNM_A059_PER202508,2025-08-31,7680.0
NNM_A060_PER202508,2025-08-31,19680.0
NNM_A001_PER202509,2025-09-30,14720.0
NNM_A002_PER202509,2025-09-30,26720.0
NNM_A003_PER202509,2025-09-30,38720.0
NNM_A004_PER202509,2025-09-30,50720.0
NNM_A005_PER202509,2025-09-30,62720.0
NNM_A006_PER202509,2025-09-30,74720.0
NNM_A007_PER202509,2025-09-30,2720.0
NNM_A008_PER202509,2025-09-30,14720.0
NNM_A009_PER202509,2025-09-30,26720.0
NNM_A010_PER202509,2025-09-30,38720.0
NNM_A011_PER202509,2025-09-30,30720.0
NNM_A012_PER202509,2025-09-30,42720.0
NNM_A013_PER202509,2025-09-30,54720.0
NNM_A014_PER202509,2025-09-30,-17280.0
NNM_A015_PER202509,2025-09-30,-5280.0
NNM_A016_PER202509,2025-09-30,6720.0
NNM_A017_PER202509,2025-09-30,18720.0
NNM_A018_PER202509,2025-09-30,30720.0
NNM_A019_PER202509,2025-09-30,42720.0
NNM_A020_PER202509,2025-09-30,54720.0
NNM_A021_PER202509,2025-09-30,-17280.0
NNM_A022_PER202509,2025-09-30,-5280.0
NNM_A023_PER202509,2025-09-30,6720.0
NNM_A024_PER202509,2025-09-30,18720.0
NNM_A025_PER202509,2025-09-30,30720.0
NNM_A026_PER202509,2025-09-30,42720.0
NNM_A027_PER202509,2025-09-30,54720.0
NNM_A028_PER202509,2025-09-30,-17280.0
NNM_A029_PER202509,2025-09-30,-5280.0
NNM_A030_PER202509,2025-09-30,6720.0
NNM_A031_PER202509,2025-09-30,18720.0
NNM_A032_PER202509,2025-09-30,30720.0
NNM_A033_PER202509,2025-09-30,42720.0
NNM_A034_PER202509,2025-09-30,54720.0
NNM_A035_PER202509,2025-09-30,-17280.0
NNM_A036_PER202509,2025-09-30,-5280.0
NNM_A037_PER202509,2025-09-30,6720.0
NNM_A038_PER202509,2025-09-30,18720.0
NNM_A039_PER202509,2025-09-30,30720.0
NNM_A040_PER202509,2025-09-30,42720.0
NNM_A041_PER202509,2025-09-30,54720.0
NNM_A042_PER202509,2025-09-30,-17280.0
NNM_A043_PER202509,2025-09-30,-5280.0
NNM_A044_PER202509,2025-09-30,6720.0
NNM_A045_PER202509,2025-09-30,18720.0
NNM_A046_PER202509,2025-09-30,30720.0
NNM_A047_PER202509,2025-09-30,42720.0
NNM_A048_PER202509,2025-09-30,54720.0
NNM_A049_PER202509,2025-09-30,-17280.0
NNM_A050_PER202509,2025-09-30,-5280.0
NNM_A051_PER202509,2025-09-30,-2880.0
NNM_A052_PER202509,2025-09-30,9120.0
NNM_A053_PER202509,2025-09-30,21120.0
NNM_A054_PER202509,2025-09-30,33120.0
NNM_A055_PER202509,2025-09-30,45120.0
NNM_A056_PER202509,2025-09-30,-26880.0
NNM_A057_PER202509,2025-09-30,-14880.0
NNM_A058_PER202509,2025-09-30,-2880.0
NNM_A059_PER202509,2025-09-30,9120.0
NNM_A060_PER202509,2025-09-30,21120.0
NNM_A001_PER202510,2025-10-31,16160.0
NNM_A002_PER202510,2025-10-31,28160.0
NNM_A003_PER202510,2025-10-31,40160.0
NNM_A004_PER202510,2025-10-31,52160.0
NNM_A005_PER202510,2025-10-31,64160.0
NNM_A006_PER202510,2025-10-31,76160.0
NNM_A007_PER202510,2025-10-31,4160.0
NNM_A008_PER202510,2025-10-31,16160.0
NNM_A009_PER202510,2025-10-31,28160.0
NNM_A010_PER202510,2025-10-31,40160.0
NNM_A011_PER202510,2025-10-31,32160.0
NNM_A012_PER202510,2025-10-31,44160.0
NNM_A013_PER202510,2025-10-31,56160.0
NNM_A014_PER202510,2025-10-31,-15840.0
NNM_A015_PER202510,2025-10-31,-3840.0
NNM_A016_PER202510,2025-10-31,8160.0
NNM_A017_PER202510,2025-10-31,20160.0
NNM_A018_PER202510,2025-10-31,32160.0
NNM_A019_PER202510,2025-10-31,44160.0
NNM_A020_PER202510,2025-10-31,56160.0
NNM_A021_PER202510,2025-10-31,-15840.0
NNM_A022_PER202510,2025-10-31,-3840.0
NNM_A023_PER202510,2025-10-31,8160.0
NNM_A024_PER202510,2025-10-31,20160.0
NNM_A025_PER202510,2025-10-31,32160.0
NNM_A026_PER202510,2025-10-31,44160.0
NNM_A027_PER202510,2025-10-31,56160.0
NNM_A028_PER202510,2025-10-31,-15840.0
NNM_A029_PER202510,2025-10-31,-3840.0
NNM_A030_PER202510,2025-10-31,8160.0
NNM_A031_PER202510,2025-10-31,20160.0
NNM_A032_PER202510,2025-10-31,32160.0
NNM_A033_PER202510,2025-10-31,44160.0
NNM_A034_PER202510,2025-10-31,56160.0
NNM_A035_PER202510,2025-10-31,-15840.0
NNM_A036_PER202510,2025-10-31,-3840.0
NNM_A037_PER202510,2025-10-31,8160.0
NNM_A038_PER202510,2025-10-31,20160.0
NNM_A039_PER202510,2025-10-31,32160.0
NNM_A040_PER202510,2025-10-31,44160.0
NNM_A041_PER202510,2025-10-31,56160.0
NNM_A042_PER202510,2025-10-31,-15840.0
NNM_A043_PER202510,2025-10-31,-3840.0
NNM_A044_PER202510,2025-10-31,8160.0
NNM_A045_PER202510,2025-10-31,20160.0
NNM_A046_PER202510,2025-10-31,32160.0
NNM_A047_PER202510,2025-10-31,44160.0
NNM_A048_PER202510,2025-10-31,56160.0
NNM_A049_PER202510,2025-10-31,-15840.0
NNM_A050_PER202510,2025-10-31,-3840.0
NNM_A051_PER202510,2025-10-31,-1440.0
NNM_A052_PER202510,2025-10-31,10560.0
NNM_A053_PER202510,2025-10-31,22560.0
NNM_A054_PER202510,2025-10-31,34560.0
NNM_A055_PER202510,2025-10-31,46560.0
NNM_A056_PER202510,2025-10-31,-25440.0
NNM_A057_PER202510,2025-10-31,-13440.0
NNM_A058_PER202510,2025-10-31,-1440.0
NNM_A059_PER202510,2025-10-31,10560.0
NNM_A060_PER202510,2025-10-31,22560.0
NNM_A001_PER202511,2025-11-30,17600.0
NNM_A002_PER202511,2025-11-30,29600.0
NNM_A003_PER202511,2025-11-30,41600.0
NNM_A004_PER202511,2025-11-30,53600.0
NNM_A005_PER202511,2025-11-30,65600.0
NNM_A006_PER202511,2025-11-30,77600.0
NNM_A007_PER202511,2025-11-30,5600.0
NNM_A008_PER202511,2025-11-30,17600.0
NNM_A009_PER202511,2025-11-30,29600.0
NNM_A010_PER202511,2025-11-30,41600.0
NNM_A011_PER202511,2025-11-30,33600.0
NNM_A012_PER202511,2025-11-30,45600.0
NNM_A013_PER202511,2025-11-30,57600.0
NNM_A014_PER202511,2025-11-30,-14400.0
NNM_A015_PER202511,2025-11-30,-2400.0
NNM_A016_PER202511,2025-11-30,9600.0
NNM_A017_PER202511,2025-11-30,21600.0
NNM_A018_PER202511,2025-11-30,33600.0
NNM_A019_PER202511,2025-11-30,45600.0
NNM_A020_PER202511,2025-11-30,57600.0
NNM_A021_PER202511,2025-11-30,-14400.0
NNM_A022_PER202511,2025-11-30,-2400.0
NNM_A023_PER202511,2025-11-30,9600.0
NNM_A024_PER202511,2025-11-30,21600.0
NNM_A025_PER202511,2025-11-30,33600.0
NNM_A026_PER202511,2025-11-30,45600.0
NNM_A027_PER202511,2025-11-30,57600.0
NNM_A028_PER202511,2025-11-30,-14400.0
NNM_A029_PER202511,2025-11-30,-2400.0
NNM_A030_PER202511,2025-11-30,9600.0
NNM_A031_PER202511,2025-11-30,21600.0
NNM_A032_PER202511,2025-11-30,33600.0
NNM_A033_PER202511,2025-11-30,45600.0
NNM_A034_PER202511,2025-11-30,57600.0
NNM_A035_PER202511,2025-11-30,-14400.0
NNM_A036_PER202511,2025-11-30,-2400.0
NNM_A037_PER202511,2025-11-30,9600.0
NNM_A038_PER202511,2025-11-30,21600.0
NNM_A039_PER202511,2025-11-30,33600.0
NNM_A040_PER202511,2025-11-30,45600.0
NNM_A041_PER202511,2025-11-30,57600.0
NNM_A042_PER202511,2025-11-30,-14400.0
NNM_A043_PER202511,2025-11-30,-2400.0
NNM_A044_PER202511,2025-11-30,9600.0
NNM_A045_PER202511,2025-11-30,21600.0
NNM_A046_PER202511,2025-11-30,33600.0
NNM_A047_PER202511,2025-11-30,45600.0
NNM_A048_PER202511,2025-11-30,57600.0
NNM_A049_PER202511,2025-11-30,-14400.0
NNM_A050_PER202511,2025-11-30,-2400.0
NNM_A051_PER202511,2025-11-30,0.0
NNM_A052_PER202511,2025-11-30,12000.0
NNM_A053_PER202511,2025-11-30,24000.0
NNM_A054_PER202511,2025-11-30,36000.0
NNM_A055_PER202511,2025-11-30,48000.0
NNM_A056_PER202511,2025-11-30,-24000.0
NNM_A057_PER202511,2025-11-30,-12000.0
NNM_A058_PER202511,2025-11-30,0.0
NNM_A059_PER202511,2025-11-30,12000.0
NNM_A060_PER202511,2025-11-30,24000.0
NNM_A001_PER202512,2025-12-31,19040.0
NNM_A002_PER202512,2025-12-31,31040.0
NNM_A003_PER202512,2025-12-31,43040.0
NNM_A004_PER202512,2025-12-31,55040.0
NNM_A005_PER202512,2025-12-31,67040.0
NNM_A006_PER202512,2025-12-31,79040.0
NNM_A007_PER202512,2025-12-31,7040.0
NNM_A008_PER202512,2025-12-31,19040.0
NNM_A009_PER202512,2025-12-31,31040.0
NNM_A010_PER202512,2025-12-31,43040.0
NNM_A011_PER202512,2025-12-31,35040.0
NNM_A012_PER202512,2025-12-31,47040.0
NNM_A013_PER202512,2025-12-31,59040.0
NNM_A014_PER202512,2025-12-31,-12960.0
NNM_A015_PER202512,2025-12-31,-960.0
NNM_A016_PER202512,2025-12-31,11040.0
NNM_A017_PER202512,2025-12-31,23040.0
NNM_A018_PER202512,2025-12-31,35040.0
NNM_A019_PER202512,2025-12-31,47040.0
NNM_A020_PER202512,2025-12-31,59040.0
NNM_A021_PER202512,2025-12-31,-12960.0
NNM_A022_PER202512,2025-12-31,-960.0
NNM_A023_PER202512,2025-12-31,11040.0
NNM_A024_PER202512,2025-12-31,23040.0
NNM_A025_PER202512,2025-12-31,35040.0
NNM_A026_PER202512,2025-12-31,47040.0
NNM_A027_PER202512,2025-12-31,59040.0
NNM_A028_PER202512,2025-12-31,-12960.0
NNM_A029_PER202512,2025-12-31,-960.0
NNM_A030_PER202512,2025-12-31,11040.0
NNM_A031_PER202512,2025-12-31,23040.0
NNM_A032_PER202512,2025-12-31,35040.0
NNM_A033_PER202512,2025-12-31,47040.0
NNM_A034_PER202512,2025-12-31,59040.0
NNM_A035_PER202512,2025-12-31,-12960.0
NNM_A036_PER202512,2025-12-31,-960.0
NNM_A037_PER202512,2025-12-31,11040.0
NNM_A038_PER202512,2025-12-31,23040.0
NNM_A039_PER202512,2025-12-31,35040.0
NNM_A040_PER202512,2025-12-31,47040.0
NNM_A041_PER202512,2025-12-31,59040.0
NNM_A042_PER202512,2025-12-31,-12960.0
NNM_A043_PER202512,2025-12-31,-960.0
NNM_A044_PER202512,2025-12-31,11040.0
NNM_A045_PER202512,2025-12-31,23040.0
NNM_A046_PER202512,2025-12-31,35040.0
NNM_A047_PER202512,2025-12-31,47040.0
NNM_A048_PER202512,2025-12-31,59040.0
NNM_A049_PER202512,2025-12-31,-12960.0
NNM_A050_PER202512,2025-12-31,-960.0
NNM_A051_PER202512,2025-12-31,1440.0
NNM_A052_PER202512,2025-12-31,13440.0
NNM_A053_PER202512,2025-12-31,25440.0
NNM_A054_PER202512,2025-12-31,37440.0
NNM_A055_PER202512,2025-12-31,49440.0
NNM_A056_PER202512,2025-12-31,-22560.0
NNM_A057_PER202512,2025-12-31,-10560.0
NNM_A058_PER202512,2025-12-31,1440.0
NNM_A059_PER202512,2025-12-31,13440.0
NNM_A060_PER202512,2025-12-31,25440.0
NNM_A001_PER202601,2026-01-31,20480.0
NNM_A002_PER202601,2026-01-31,32480.0
NNM_A003_PER202601,2026-01-31,44480.0
NNM_A004_PER202601,2026-01-31,56480.0
NNM_A005_PER202601,2026-01-31,68480.0
NNM_A006_PER202601,2026-01-31,80480.0
NNM_A007_PER202601,2026-01-31,8480.0
NNM_A008_PER202601,2026-01-31,20480.0
NNM_A009_PER202601,2026-01-31,32480.0
NNM_A010_PER202601,2026-01-31,44480.0
NNM_A011_PER202601,2026-01-31,36480.0
NNM_A012_PER202601,2026-01-31,48480.0
NNM_A013_PER202601,2026-01-31,60480.0
NNM_A014_PER202601,2026-01-31,-11520.0
NNM_A015_PER202601,2026-01-31,480.0
NNM_A016_PER202601,2026-01-31,12480.0
NNM_A017_PER202601,2026-01-31,24480.0
NNM_A018_PER202601,2026-01-31,36480.0
NNM_A019_PER202601,2026-01-31,48480.0
NNM_A020_PER202601,2026-01-31,60480.0
NNM_A021_PER202601,2026-01-31,-11520.0
NNM_A022_PER202601,2026-01-31,480.0
NNM_A023_PER202601,2026-01-31,12480.0
NNM_A024_PER202601,2026-01-31,24480.0
NNM_A025_PER202601,2026-01-31,36480.0
NNM_A026_PER202601,2026-01-31,48480.0
NNM_A027_PER202601,2026-01-31,60480.0
NNM_A028_PER202601,2026-01-31,-11520.0
NNM_A029_PER202601,2026-01-31,480.0
NNM_A030_PER202601,2026-01-31,12480.0
NNM_A031_PER202601,2026-01-31,24480.0
NNM_A032_PER202601,2026-01-31,36480.0
NNM_A033_PER202601,2026-01-31,48480.0
NNM_A034_PER202601,2026-01-31,60480.0
NNM_A035_PER202601,2026-01-31,-11520.0
NNM_A036_PER202601,2026-01-31,480.0
NNM_A037_PER202601,2026-01-31,12480.0
NNM_A038_PER202601,2026-01-31,24480.0
NNM_A039_PER202601,2026-01-31,36480.0
NNM_A040_PER202601,2026-01-31,48480.0
NNM_A041_PER202601,2026-01-31,60480.0
NNM_A042_PER202601,2026-01-31,-11520.0
NNM_A043_PER202601,2026-01-31,480.0
NNM_A044_PER202601,2026-01-31,12480.0
NNM_A045_PER202601,2026-01-31,24480.0
NNM_A046_PER202601,2026-01-31,36480.0
NNM_A047_PER202601,2026-01-31,48480.0
NNM_A048_PER202601,2026-01-31,60480.0
NNM_A049_PER202601,2026-01-31,-11520.0
NNM_A050_PER202601,2026-01-31,480.0
NNM_A051_PER202601,2026-01-31,2880.0
NNM_A052_PER202601,2026-01-31,14880.0
NNM_A053_PER202601,2026-01-31,26880.0
NNM_A054_PER202601,2026-01-31,38880.0
NNM_A055_PER202601,2026-01-31,50880.0
NNM_A056_PER202601,2026-01-31,-21120.0
NNM_A057_PER202601,2026-01-31,-9120.0
NNM_A058_PER202601,2026-01-31,2880.0
NNM_A059_PER202601,2026-01-31,14880.0
NNM_A060_PER202601,2026-01-31,26880.0
NNM_A001_PER202602,2026-02-28,21920.0
NNM_A002_PER202602,2026-02-28,33920.0
NNM_A003_PER202602,2026-02-28,45920.0
NNM_A004_PER202602,2026-02-28,57920.0
NNM_A005_PER202602,2026-02-28,69920.0
NNM_A006_PER202602,2026-02-28,81920.0
NNM_A007_PER202602,2026-02-28,9920.0
NNM_A008_PER202602,2026-02-28,21920.0
NNM_A009_PER202602,2026-02-28,33920.0
NNM_A010_PER202602,2026-02-28,45920.0
NNM_A011_PER202602,2026-02-28,37920.0
NNM_A012_PER202602,2026-02-28,49920.0
NNM_A013_PER202602,2026-02-28,61920.0
NNM_A014_PER202602,2026-02-28,-10080.0
NNM_A015_PER202602,2026-02-28,1920.0
NNM_A016_PER202602,2026-02-28,13920.0
NNM_A017_PER202602,2026-02-28,25920.0
NNM_A018_PER202602,2026-02-28,37920.0
NNM_A019_PER202602,2026-02-28,49920.0
NNM_A020_PER202602,2026-02-28,61920.0
NNM_A021_PER202602,2026-02-28,-10080.0
NNM_A022_PER202602,2026-02-28,1920.0
NNM_A023_PER202602,2026-02-28,13920.0
NNM_A024_PER202602,2026-02-28,25920.0
NNM_A025_PER202602,2026-02-28,37920.0
NNM_A026_PER202602,2026-02-28,49920.0
NNM_A027_PER202602,2026-02-28,61920.0
NNM_A028_PER202602,2026-02-28,-10080.0
NNM_A029_PER202602,2026-02-28,1920.0
NNM_A030_PER202602,2026-02-28,13920.0
NNM_A031_PER202602,2026-02-28,25920.0
NNM_A032_PER202602,2026-02-28,37920.0
NNM_A033_PER202602,2026-02-28,49920.0
NNM_A034_PER202602,2026-02-28,61920.0
NNM_A035_PER202602,2026-02-28,-10080.0
NNM_A036_PER202602,2026-02-28,1920.0
NNM_A037_PER202602,2026-02-28,13920.0
NNM_A038_PER202602,2026-02-28,25920.0
NNM_A039_PER202602,2026-02-28,37920.0
NNM_A040_PER202602,2026-02-28,49920.0
NNM_A041_PER202602,2026-02-28,61920.0
NNM_A042_PER202602,2026-02-28,-10080.0
NNM_A043_PER202602,2026-02-28,1920.0
NNM_A044_PER202602,2026-02-28,13920.0
NNM_A045_PER202602,2026-02-28,25920.0
NNM_A046_PER202602,2026-02-28,37920.0
NNM_A047_PER202602,2026-02-28,49920.0
NNM_A048_PER202602,2026-02-28,61920.0
NNM_A049_PER202602,2026-02-28,-10080.0
NNM_A050_PER202602,2026-02-28,1920.0
NNM_A051_PER202602,2026-02-28,4320.0
NNM_A052_PER202602,2026-02-28,16320.0
NNM_A053_PER202602,2026-02-28,28320.0
NNM_A054_PER202602,2026-02-28,40320.0
NNM_A055_PER202602,2026-02-28,52320.0
NNM_A056_PER202602,2026-02-28,-19680.0
NNM_A057_PER202602,2026-02-28,-7680.0
NNM_A058_PER202602,2026-02-28,4320.0
NNM_A059_PER202602,2026-02-28,16320.0
NNM_A060_PER202602,2026-02-28,28320.0
NNM_A001_PER202603,2026-03-31,23360.0
NNM_A002_PER202603,2026-03-31,35360.0
NNM_A003_PER202603,2026-03-31,47360.0
NNM_A004_PER202603,2026-03-31,59360.0
NNM_A005_PER202603,2026-03-31,71360.0
NNM_A006_PER202603,2026-03-31,83360.0
NNM_A007_PER202603,2026-03-31,11360.0
NNM_A008_PER202603,2026-03-31,23360.0
NNM_A009_PER202603,2026-03-31,35360.0
NNM_A010_PER202603,2026-03-31,47360.0
